state_ticker,state_order,state_day_start,state_day_end,state_open,state_stop_loss,state_close_estimate,state_max_r,state_MA_r,state_RSI_r,last_r
PFE,2,1661261400.0,1661508900.0,48.425999999999995,48.58599999999999,,6.975000000000102,3.2875000000000467,5.475000000000102,3.2875000000000467
PFE,2,1661425500.0,1661509200.0,47.516,47.931999999999995,,0.49519230769230177,-0.923076923076931,,-0.8509615384615431
PFE,1,1661793000.0,1661796300.0,46.512,46.431999999999995,,0.7249999999999489,,,-0.8999999999999734
PFE,2,1661866500.0,1661868000.0,46.117,46.26199999999999,,0.8758620689655091,,,-0.710344827586237
PFE,2,1661943300.0,1661952300.0,45.82,46.019999999999996,,0.2,,,-1
PFE,1,1661952600.0,1661955000.0,45.964000000000006,45.754000000000005,,1.3142857142856912,,,-1
PFE,2,1662030300.0,1662039000.0,45.033,45.288000000000004,,0.3254901960784219,,,-1
MMM,1,1659972600.0,1659975300.0,148.596,147.85600000000002,,0.05945945945943766,,,-0.9540540540541024
MMM,2,1660158600.0,1660159200.0,149.082,149.252,,0.4235294117646823,,,0.4235294117646823
MMM,2,1660245300.0,1660311600.0,149.672,150.042,,0.5189189189189322,,,-1
MMM,2,1661364600.0,1661367900.0,140.37,140.85000000000002,,0.041666666666686406,,,-0.9791666666666272
MMM,2,1660833000.0,1661435100.0,146.592,146.762,12.97482352941277,40.24705882353245,25.30588235294316,,25.30588235294316
MMM,2,1661434800.0,1661435400.0,141.64600000000002,142.38200000000003,,-0.059782608695627196,-0.8749999999999469,,-0.834239130434729
MMM,1,1661522400.0,1661522700.0,141.90200000000002,141.42200000000003,,1.7249999999999837,,,1.7249999999999837
MMM,1,1662040800.0,1662041400.0,125.151,124.73599999999999,,0.5036144578313254,,,-0.9903614457831209
MCD,2,1659713100.0,1660054500.0,258.562,259.532,,3.393814432989796,0.22886597938148825,3.249484536082589,0.22886597938148825
MCD,2,1660236600.0,1660311600.0,260.246,260.50600000000003,,5.830769230768016,,,-1
MCD,2,1660845000.0,1660846200.0,265.488,265.71799999999996,,0.8608695652174451,,,-0.31304347826093404
MCD,1,1660926000.0,1660926600.0,267.04,266.79,,-0.3200000000001637,,,-0.36000000000012733
MCD,1,1661355600.0,1661358900.0,260.87199999999996,260.64199999999994,,2.339130434782718,,,-0.6173913043475123
MCD,1,1661439900.0,1661440500.0,261.252,260.822,,0.01860465116274704,,,-1
MCD,2,1661953200.0,1661953500.0,254.35399999999998,254.89399999999998,,-1.3259259259259606,-1.7518518518519266,,-1
MCD,2,1662039900.0,1662040200.0,253.274,254.164,,-0.3101123595505783,,,-1
MCD,1,1662126600.0,1662137100.0,257.074,256.064,,1.3623762376237512,,,-0.9346534653465597
TMO,1,1659641100.0,1659642000.0,591.332,590.152,,-0.035593220339009995,,,-1
TMO,1,1659966300.0,1659966600.0,590.6890000000001,589.0040000000001,,-0.45044510385765746,,,-0.705637982195915
TMO,2,1660072200.0,1660073100.0,579.062,580.454,,-0.2428160919540088,,,-0.9612068965517414
TMO,2,1660053600.0,1660138800.0,582.514,584.654,,2.9271028037383413,,,-0.7878504672897412
TMO,1,1660226700.0,1660246800.0,595.23,592.73,,1.4440000000000055,,,-1
TMO,2,1661192100.0,1661439000.0,577.198,578.846,,5.4235436893203,,,0.32038834951457046
TMO,2,1660745100.0,1661456400.0,598.04,600.94,6.777517241379092,10.268965517241048,4.927586206896384,4.106896551723998,4.927586206896384
TMO,2,1660849800.0,1661521500.0,594.61,597.01,7.246250000000075,10.97916666666678,4.525000000000048,3.5333333333333745,4.862500000000029
TMO,2,1661867100.0,1662126000.0,556.063,558.668,,5.682533589251399,0.7957773512475872,,0.7957773512475872
MSFT,2,1660053600.0,1660055400.0,278.376,279.99199999999996,,-0.2004950495049599,,,-1
MSFT,2,1659973800.0,1660073400.0,282.25600000000003,282.81600000000003,,8.010714285714338,,,-0.4892857142856124
MSFT,1,1660221000.0,1660224300.0,290.188,289.71799999999996,,1.7276595744680099,,,0.8340425531914323
MSFT,2,1660241700.0,1660298700.0,287.418,287.84799999999996,,2.2976744186049176,,,-1
MSFT,1,1660329300.0,1660573200.0,290.268,289.79799999999994,,3.1744680851062386,,,-0.9531914893616023
MSFT,1,1660588800.0,1660645500.0,293.21,292.72999999999996,,0.8541666666666864,,,-1
MSFT,1,1660579200.0,1660656300.0,291.90999999999997,291.51,,4.275000000000334,,,-1
MSFT,1,1660761600.0,1660761900.0,293.03999999999996,292.64,,-1.5249999999999786,,,-1
MSFT,2,1660830000.0,1660836600.0,290.578,291.40799999999996,,1.1060240963855026,,,-0.8578313253012766
MSFT,2,1661195400.0,1661263800.0,278.024,278.464,,3.509090909090888,,,-1
MSFT,2,1661258700.0,1661264100.0,277.17400000000004,278.35800000000006,,0.58614864864865,,,-0.9847972972972251
MSFT,2,1661434800.0,1661435700.0,275.602,276.772,,0.5230769230768872,,,-0.9299145299145363
MSFT,2,1661786400.0,1661787000.0,264.324,264.964,,0.2875000000000466,,,-0.9156250000000394
MSFT,1,1661858700.0,1661862300.0,267.483,266.638,,0.2331360946745519,,,-0.8082840236686043
MSFT,1,1661954400.0,1661955300.0,265.212,264.082,,-0.18761061946901764,,,-0.7362831858407053
REGN,2,1659715800.0,1659716400.0,615.782,618.0520000000001,,-0.04317180616737983,,,-1
REGN,1,1659984600.0,1659984900.0,630.342,629.512,,0.5879518072289546,,,-1
REGN,2,1660328700.0,1660329000.0,627.808,628.638,,-0.44819277108426375,,,-0.9903614457830869
REGN,2,1661348700.0,1661354700.0,600.514,603.4580000000001,,0.1168478260869709,,,-1
REGN,2,1661363100.0,1661367000.0,600.388,602.5960000000002,,-0.4039855072463131,,,-0.7391304347825192
REGN,2,1660746600.0,1661522100.0,644.844,646.484,7.277707317073256,27.703658536585646,23.173170731707522,18.441463414634317,23.173170731707522
REGN,2,1661540400.0,1661795100.0,598.972,600.0419999999999,6.952822429906916,10.534579439252902,-0.1570093457944078,,-0.1570093457944078
REGN,2,1661867100.0,1661953500.0,594.778,596.258,,6.039189189189107,,,-1
REGN,1,1661954100.0,1661954400.0,595.1949999999999,593.17,,-0.6888888888888877,,,-1
AMGN,2,1659726900.0,1659727500.0,245.262,245.77399999999997,,0.43359375000004013,,,-1
AMGN,2,1659707100.0,1659971400.0,246.334,247.099,,2.5411764705883026,,,-1
AMGN,2,1659977100.0,1659984900.0,245.006,245.666,,0.8878787878788118,,,-1
AMGN,1,1660148700.0,1660245300.0,248.632,247.877,,5.030463576158973,0.20927152317879205,,0.20927152317879205
AMGN,1,1660582500.0,1660583700.0,249.85,249.39999999999998,,-0.3333333333333333,,,-0.9777777777777357
AMGN,2,1660747800.0,1660754100.0,250.82,251.87,,0.7047619047618787,,,-1
AMGN,2,1660916700.0,1660928100.0,251.244,251.684,,4.281818181818172,-0.42272727272729094,,-0.4681818181817953
AMGN,1,1661522400.0,1661522700.0,245.198,244.77800000000002,,0.4333333333333175,,,0.4333333333333175
AMGN,2,1661867100.0,1661867400.0,239.022,239.742,,-0.3861111111111395,,,-0.3861111111111395
AMGN,2,1661953500.0,1661953800.0,242.772,242.99200000000002,,-1.445454545454421,-1.445454545454421,,-1
AMGN,1,1662135600.0,1662137400.0,246.189,244.53300000000002,,0.03683574879227529,,,-0.850845410628026
AMGN,1,1662041700.0,1662138000.0,241.453,240.858,,10.12941176470588,4.448739495798313,,4.448739495798313
CVS,1,1659712500.0,1659713100.0,102.786,102.54599999999999,,-0.025,,,-1
CVS,2,1659966300.0,1659969000.0,102.106,102.466,,-0.011111111111124708,,,-0.8722222222222435
CVS,1,1660660500.0,1660661400.0,106.63799999999999,106.286,,-0.42045454545454686,,,-1
CVS,1,1660245000.0,1660751100.0,104.09,103.94,13.375999999999458,20.266666666665845,0.9999999999999053,16.799999999999336,9.133333333332923
CVS,1,1660934100.0,1661175600.0,103.82799999999999,103.60799999999999,,0.4181818181818793,-3.6272727272726897,,-1
CVS,2,1661355000.0,1661435100.0,100.78200000000001,101.37400000000001,,0.763513513513536,,,-1
CVS,2,1661262300.0,1661435400.0,101.68700000000001,101.98200000000001,,4.600000000000019,-0.31525423728809754,,-0.31525423728809754
CVS,1,1661522400.0,1661522700.0,102.036,101.646,,0.21538461538462322,,,0.21538461538462322
CVS,2,1661540700.0,1661791500.0,100.498,100.628,,9.830769230769619,,1.523076923077034,-0.8615384615384515
CVS,2,1661867100.0,1662048000.0,100.12,100.37,,7.840000000000032,2.8799999999999955,,2.8799999999999955
CVS,1,1662139200.0,1662139800.0,99.76599999999999,99.50099999999999,,-0.4754716981131709,-0.815094339622617,,-1
JP225,1,1659612000.0,1659613200.0,28013.8,27988.8,,-0.1919999999999709,,,-1
JP225,2,1659670200.0,1659670500.0,27858.760000000002,27889.36,,-8.667973856209496,,,-1
JP225,2,1659683400.0,1659684300.0,28127.98,28142.780000000002,,0.7824324324321508,,,-0.7310810810809176
JP225,2,1659702900.0,1659707100.0,28050.07,28089.519999999997,,1.0435994930291836,,,-0.9817490494297192
JP225,2,1659917100.0,1659917400.0,28118.280000000002,28173.08,,-0.7649635036496133,,,-0.9948905109488599
JP225,1,1659963600.0,1659963900.0,28270.84,28253.74,,-1.2947368421053393,,,-1
JP225,2,1660018500.0,1660021800.0,27974.82,27992.02,,0.30930232558136533,,,-0.5395348837208397
JP225,1,1660177800.0,1660203000.0,28164.38,28108.86,,0.6884005763688261,,,-1
JP225,1,1660140300.0,1660567200.0,28012.93,27954.98,,15.352372735116257,11.143572044866131,6.782916307161256,11.143572044866131
JP225,1,1660311900.0,1660567200.0,28625.66,28577.820000000003,,5.788879598662603,0.6906354515050854,,0.6906354515050854
JP225,1,1660284900.0,1660567500.0,28552.24,28508.880000000005,,8.080258302583525,2.4552583025831787,,2.3422509225093364
JP225,2,1660609500.0,1660610400.0,28794.579999999998,28846.379999999997,,-0.07953667953673121,,,-0.9405405405405762
JP225,2,1660660800.0,1660662600.0,28831.82,28878.02,,-0.06883116883117404,,,-1
JP225,1,1660732200.0,1660735800.0,29043.94,29015.84,,0.7067615658363563,,,-1
JP225,2,1660779900.0,1660788300.0,28968.32,28993.02,,3.741700404858119,,,-1
JP225,2,1660802400.0,1660812300.0,28950.92,28971.12,,2.3227722772275525,,,-1
JP225,1,1660852500.0,1660865400.0,29107.059999999998,29087.159999999996,,0.6000000000000731,,,-0.5758793969848386
JP225,2,1660891800.0,1660892700.0,28899.94,28918.84,,-0.21481481481486758,,,-0.9873015873015036
JP225,2,1660936200.0,1660937400.0,28710.940000000002,28742.780000000002,,-0.5577889447235652,,,-0.8718592964823578
JP225,2,1660920300.0,1661134200.0,28817.9,28857.9,,5.305000000000018,0.5300000000000182,,0.5300000000000182
JP225,2,1661181300.0,1661183400.0,28578.66,28611.760000000002,,0.28580060422956205,,,-0.9135951661631301
JP225,2,1661190000.0,1661211900.0,28518.26,28533.359999999997,,4.586754966887753,,3.2291390728478873,-1
JP225,2,1661215500.0,1661217600.0,28441.14,28479.039999999997,,0.7952506596306373,,,-0.9778364116095896
JP225,2,1661238000.0,1661238300.0,28420.04,28442.940000000002,,-0.15982532751090053,,,-0.7930131004366244
JP225,2,1661326800.0,1661329800.0,28299.719999999998,28356.04,,0.19389204545450292,,,-1
JP225,2,1661301900.0,1661350500.0,28437.54,28464.940000000002,,5.800729927007076,,,-0.9656934306568512
JP225,2,1661385900.0,1661389200.0,28447.3,28482.8,,1.7239436619718516,,,-1
JP225,1,1661406600.0,1661407200.0,28516.96,28497.059999999998,,-0.1286432160802756,,,-1
JP225,1,1661517000.0,1661521800.0,28651.66,28632.76,,5.67936507936465,,5.67936507936465,-0.11957671957662568
JP225,1,1661776800.0,1661819400.0,28002.0,27982.5,,8.266666666666705,,,-1
JP225,1,1661862000.0,1661862600.0,28256.9,28228.9,,-0.16785714285716885,,,-1
JP225,1,1661904600.0,1661904900.0,27973.52,27937.22,,-0.4247933884298127,,,-0.9730027548209481
JP225,1,1661926500.0,1661926800.0,28109.38,28090.680000000004,,-1.0524064171124787,,,-1
JP225,2,1662022500.0,1662022800.0,27600.74,27632.58,,-0.4070351758793677,,,-0.8812814070350987
JP225,2,1661990400.0,1662059400.0,27789.34,27840.74,,4.5902723735407,0.4891050583657336,,0.4891050583657336
MRK,2,1662560400.0,1662561300.0,86.386,86.67099999999999,,-0.11929824561405766,,,-1
MRK,2,1662645900.0,1662646800.0,86.508,86.838,,0.2969696969696954,,,-1
MRK,2,1663011600.0,1663163400.0,87.692,87.81199999999998,8.536000000000646,17.266666666667962,3.100000000000249,8.016666666667222,3.100000000000249
MRK,2,1663249500.0,1663251900.0,86.412,86.632,,0.5090909090909526,,,-0.6727272727272586
MRK,1,1663338000.0,1663338600.0,87.21799999999999,86.99799999999999,,-0.218181818181763,,,-0.8090909090908363
MRK,1,1663355400.0,1663594800.0,87.426,87.286,,2.0999999999999694,-11.685714285714207,,-1
MRK,1,1663616100.0,1663681200.0,86.53999999999999,86.44,,2.200000000000256,,,-1
MRK,2,1663695600.0,1663702500.0,85.906,86.016,,2.2363636363637327,,,-1
MRK,1,1664549400.0,1664549700.0,87.018,86.898,,-1.0666666666666271,,,-1
GILD,1,1662731400.0,1663076400.0,65.018,64.798,9.816000000000068,14.872727272727374,4.918181818181814,11.645454545454594,4.918181818181814
GILD,2,1664211300.0,1664215200.0,62.448,62.528,,3.35000000000008,,,-1
PYPL,1,1662559200.0,1662736200.0,92.366,91.82600000000001,,9.45185185185199,6.507407407407496,5.729629629629703,6.507407407407496
PYPL,1,1662745200.0,1662745800.0,96.88799999999999,96.61599999999999,,-0.7279411764705487,,,-0.9852941176469889
PYPL,1,1662989700.0,1662993600.0,98.142,97.05400000000002,,0.990808823529433,,,-0.7555147058823696
PYPL,1,1662729900.0,1663072500.0,95.848,94.856,,3.3991935483870814,0.03225806451612533,3.0262096774193368,-1
PYPL,1,1663072200.0,1663072800.0,98.01,97.04999999999998,,-2.249999999999959,-3.5729166666665915,,-1
PYPL,2,1663149600.0,1663149900.0,95.56800000000001,95.84800000000001,,-2.649999999999954,,,-1
PYPL,1,1663177500.0,1663178100.0,96.74600000000001,96.35600000000001,,-0.40000000000001457,,,-1
PYPL,2,1663248000.0,1663248600.0,95.902,96.072,,5.482352941176428,,5.482352941176428,-1
PYPL,2,1663349400.0,1663351200.0,92.894,93.18400000000001,,0.3931034482758685,,,-0.572413793103425
PYPL,1,1663613100.0,1663668000.0,93.824,93.61399999999999,,4.647619047618867,,,-1
PYPL,1,1663766100.0,1663767000.0,92.38000000000001,91.93,,0.4222222222221829,,,-1
PYPL,1,1664285100.0,1664295300.0,85.036,84.346,,3.6144927536232,-0.617391304347831,,-0.617391304347831
IBM,1,1662573900.0,1662574500.0,127.62400000000001,127.41400000000002,,-0.1142857142857897,,,-1
IBM,2,1663336200.0,1663337400.0,124.55799999999999,124.98799999999999,,-0.027906976744187583,,,-1
IBM,1,1663865100.0,1663870800.0,125.742,125.56200000000001,,1.933333333333407,,,-1
PFE,2,1662557700.0,1662559800.0,45.620000000000005,45.82000000000001,,1.0,,,-0.9999999999999645
PFE,1,1662981000.0,1663010400.0,47.908,47.796,,3.053571428571366,,,-1
PFE,1,1662645600.0,1663073100.0,46.234,46.024,,9.599999999999953,4.504761904761876,,4.504761904761876
PFE,1,1663072500.0,1663073700.0,47.262,46.974,,0.5486111111111082,-0.28472222222222104,,-1
PFE,2,1663095300.0,1663151100.0,46.51,46.56,,7.9999999999992895,,4.799999999999488,6.39999999999946
PFE,2,1663259700.0,1663261200.0,45.903999999999996,45.99399999999999,,-0.06666666666667193,,,-1
PFE,1,1663355400.0,1663582200.0,46.08,45.98,,1.7999999999999716,,,-1
PFE,2,1663699500.0,1663701300.0,44.58,44.63,,1.199999999999801,,,-1
PFE,2,1663771800.0,1663772100.0,44.513999999999996,44.60399999999999,,-0.40000000000003155,,,-0.40000000000003155
PFE,2,1663945200.0,1664202000.0,43.988,44.068000000000005,,5.224999999999638,,,-1
PFE,2,1664213400.0,1664213700.0,43.711999999999996,43.831999999999994,,-0.6500000000000384,,,-0.9000000000000533
PFE,1,1664287200.0,1664292300.0,44.061,43.896,,1.509090909090931,,,-0.975757575757589
PFE,1,1664307000.0,1664359200.0,44.06,43.96000000000001,,0.1999999999999716,,,-1
MMM,1,1662644400.0,1662653100.0,117.694,117.084,,2.8622950819672077,0.6983606557377088,,0.7803278688524583
MMM,2,1663336200.0,1663337100.0,116.59,116.91000000000001,,-0.12499999999997224,,,-0.5624999999999639
MMM,2,1663699500.0,1663701600.0,115.512,116.10399999999998,,0.08783783783785146,,,-0.9594594594594809
MMM,2,1663095300.0,1663767600.0,121.946,122.156,16.424571428570804,33.83809523809393,22.314285714284836,3.7428571428570074,22.314285714284836
MMM,2,1663783500.0,1663785600.0,116.372,117.14200000000001,,1.2233766233765981,,,-1
MMM,2,1664210700.0,1664211000.0,112.628,112.808,,0.2111111111110848,,,-0.7333333333333333
MMM,1,1664372700.0,1664458800.0,113.292,112.562,,1.6958904109588941,-1.6465753424657419,,-1
MMM,2,1664475900.0,1664476500.0,111.952,112.122,,0.6588235294117273,,,-0.39999999999998326
MCD,1,1662648300.0,1662652800.0,259.42,259.12,,4.966666666666509,,,-1
MCD,2,1662739800.0,1662744900.0,258.71,259.26,,0.9090909090908903,,,-1
MCD,1,1663681200.0,1663683000.0,256.03,255.33,,0.10000000000007714,,,-1
MCD,1,1663702200.0,1663783200.0,254.552,254.322,,9.339130434783007,,9.29565217391348,-1
MCD,2,1664210700.0,1664219100.0,243.918,244.68600000000004,,1.677083333333284,,,-1
MCD,2,1663942200.0,1664384100.0,248.296,249.106,,17.00740740740734,12.686419753086362,,12.686419753086362
TMO,1,1662561600.0,1662561900.0,547.304,546.144,,-0.6758620689655287,,,-0.9086206896551746
TMO,1,1662572700.0,1662644400.0,551.756,551.116,,3.084375000000138,,,2.7562500000000743
TMO,1,1662752100.0,1662990000.0,569.5120000000001,568.582,,1.309677419354707,,,-1
TMO,2,1663095900.0,1663162800.0,563.448,564.228,,3.0487179487179645,,,-0.4128205128205308
TMO,1,1663355400.0,1663355700.0,541.534,540.274,,-0.5984126984127179,,,-1
TMO,2,1663700100.0,1663701900.0,531.668,532.848,,0.7271186440678791,,,-0.7559322033898109
TMO,2,1663783500.0,1663785300.0,532.345,534.82,,0.8787878787878983,,,-0.6282828282828024
TMO,1,1664199600.0,1664199900.0,519.788,518.8679999999999,,-1.4217391304346623,,,-1
TMO,2,1664289300.0,1664290200.0,512.0790000000001,513.6940000000001,,0.46996904024771957,,,-0.6074303405571984
TMO,1,1664305200.0,1664306100.0,510.428,508.858,,-0.3426751592356772,,,-0.4382165605095485
MSFT,1,1662555000.0,1662560400.0,254.054,253.294,,2.086842105263162,,,-0.6894736842105358
MSFT,1,1662641700.0,1662643800.0,256.62800000000004,256.25800000000004,,2.194594594594446,,,-1
MSFT,2,1662644100.0,1662644400.0,256.25,257.1,,0.2588235294117899,,,-1
MSFT,1,1662977700.0,1663072200.0,265.454,264.344,,3.3297297297296615,,2.8162162162161604,-1
MSFT,2,1663162500.0,1663163100.0,252.136,253.67199999999997,,-0.04166666666666281,,,-0.5364583333333508
MSFT,2,1663095300.0,1663614900.0,254.448,254.87800000000001,,30.87906976744142,23.320930232557817,2.62325581395348,23.320930232557817
